,content,engine,positions,pretty_url,pubdate,score,title,url,searchvalue,searchquery,ResponseCategory,country,contentDate,Date
51,"On March 4, the Israeli Health Ministry issued a travel ban on incoming tourists from Germany, France, Spain, Switzerland and Austria and ...",startpage,[2],https://www.haaretz.com/opinion/.premi[...]travel-ban-for-fear-of-trump-1.8657013,2020-03-09 00:00:00,0.5,Netanyahu exempted U.S. from coronavirus travel ban for fear of ...,https://www.haaretz.com/opinion/.premium-netanyahu-exempted-u-s-from-coronavirus-travel-ban-for-fear-of-trump-1.8657013,Travel+ban,israel+Travel+ban,boarders,israel,"On March 4, the Israeli Health Ministry issued a travel ban on incoming tourists from Germany, France, Spain, Switzerland and Austria and",2020-03-09 00:00:00
52,14 hours ago ... Amnesty International today submitted a petition to the Jerusalem District Court seeking to have a cruel travel ban imposed by the Israeli ...,startpage,[3],https://www.amnesty.org/en/latest/news[...]el-travel-ban-on-amnesty-staff-member/,,0.3333333333333333,ISRAEL/ OPT: End cruel travel ban on Amnesty staff member ...,https://www.amnesty.org/en/latest/news/2020/03/israel-opt-end-cruel-travel-ban-on-amnesty-staff-member/,Travel+ban,israel+Travel+ban,boarders,israel,2020-03-25,2020-03-25 00:00:00
53,"COVID-19 Exceptional Travel Advisory Notice. As countries respond to the COVID-19 pandemic, including travel and border restrictions, the ...",startpage,[4],https://www.gov.uk/foreign-travel-advice/israel,2020-03-20 01:26:37,0.25,Israel travel advice - GOV.UK,https://www.gov.uk/foreign-travel-advice/israel,Travel+ban,israel+Travel+ban,boarders,israel,"COVID-19 Exceptional Travel Advisory Notice. As countries respond to the COVID-19 pandemic, including travel and border restrictions, the",2020-03-20 01:26:37
54,"Tourists visiting Israel will be required to leave the country in the coming days, as part of new travel restrictions to block the spread of the ...",startpage,[5],https://www.timesofisrael.com/tourists[...]el-as-part-of-new-travel-restrictions/,2020-03-10 00:00:00,0.2,Tourists will need to leave Israel as part of new travel restrictions ...,https://www.timesofisrael.com/tourists-will-need-to-leave-israel-as-part-of-new-travel-restrictions/,Travel+ban,israel+Travel+ban,boarders,israel,"Tourists visiting Israel will be required to leave the country in the coming days, as part of new travel restrictions to block the spread of the",2020-03-10 00:00:00
55,"The Government of Israel is continually updating its travel restrictions and quarantine policies. In addition, the Israeli Population and Immigration ...",startpage,[7],https://travel.state.gov/content/trave[...]est-bank-and-gaza-travel-advisory.html,2020-03-13 00:00:00,0.14285714285714285,"Israel, The West Bank and Gaza Travel Advisory",https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/israel-west-bank-and-gaza-travel-advisory.html,Travel+ban,israel+Travel+ban,boarders,israel,"The Government of Israel is continually updating its travel restrictions and quarantine policies. In addition, the Israeli Population and Immigration",2020-03-13 00:00:00
56,"Israel has already imposed travel bans on a host of different countries, including France, Italy, Spain, Austria, Germany and Switzerland, along ...",startpage,[9],https://www.i24news.tv/en/news/interna[...]-ban-against-us-over-coronavirus-fears,2020-03-07 00:00:00,0.1111111111111111,Israel reportedly weighing travel ban against US over ... - i24NEWS,https://www.i24news.tv/en/news/international/1583559821-israel-reportedly-weighing-travel-ban-against-us-over-coronavirus-fears,Travel+ban,israel+Travel+ban,boarders,israel,"Israel has already imposed travel bans on a host of different countries, including France, Italy, Spain, Austria, Germany and Switzerland, along",2020-03-07 00:00:00
57,The Foreign and Commonwealth Office (FCO) is advising British ... Israeli Home Front Command have declared an emergency situation in ...,startpage,[1],https://www.gov.uk/foreign-travel-advice/israel,2020-03-20 01:26:38,1.0,Israel travel advice - GOV.UK,https://www.gov.uk/foreign-travel-advice/israel,home+office,israel+home+office,HomeOffice,israel,The Foreign and Commonwealth Office (FCO) is advising British Israeli Home Front Command have declared an emergency situation in,2020-03-20 01:26:38
58,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and ...",startpage,[1],https://www.reuters.com/article/us-hea[...]lls-for-unity-government-idUSKBN20Z38E,2020-03-12 00:00:00,1.0,"Israel's Netanyahu orders schools closed, calls for unity government ...",https://www.reuters.com/article/us-health-coronavirus-israel-palestinian/israels-netanyahu-orders-schools-closed-calls-for-unity-government-idUSKBN20Z38E,schools+shut,israel+schools+shut,schools,israel,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and",2020-03-12 00:00:00
59,Israel's chief rabbis cautioned religious Jews to avoid visiting the Western Wall . The nation's schools and universities were also closed as of ...,startpage,[2],https://www.timesofisrael.com/virus-ca[...]ayer-schools-hotels-and-theaters-shut/,2020-03-13 00:00:00,0.5,"Virus cases hit 127 as synagogues curb prayer; schools, hotels and ...",https://www.timesofisrael.com/virus-cases-hit-126-as-synagogues-curb-prayer-schools-hotels-and-theaters-shut/,schools+shut,israel+schools+shut,schools,israel,Israel's chief rabbis cautioned religious Jews to avoid visiting the Western Wall . The nation's schools and universities were also closed as of,2020-03-13 00:00:00
60,"“We are closing the schools and the universities,” the premier announced on live television. He said the closure didn't include preschools and ...",startpage,[3],https://www.timesofisrael.com/israel-c[...]nyahu-issues-dire-coronavirus-warning/,2020-03-12 00:00:00,0.3333333333333333,"Israel closes schools, universities as Netanyahu issues dire ...",https://www.timesofisrael.com/israel-closes-schools-universities-as-netanyahu-issues-dire-coronavirus-warning/,schools+shut,israel+schools+shut,schools,israel,"“We are closing the schools and the universities,” the premier announced on live television. He said the closure didn't include preschools and",2020-03-12 00:00:00
61,"The head of Israel Teachers' Union, Yaffa Ben-David, called Thursday for all educational institutions across the country to shut due to the ...",startpage,[4],https://www.ynetnews.com/article/HJfqeowSU,2020-03-12 00:00:00,0.25,Teachers wants schools shut as coronavirus hits Israel's education ...,https://www.ynetnews.com/article/HJfqeowSU,schools+shut,israel+schools+shut,schools,israel,"The head of Israel Teachers' Union, Yaffa Ben-David, called Thursday for all educational institutions across the country to shut due to the",2020-03-12 00:00:00
62,"Earlier in the day, after the Education Ministry reported that only 85% of students showed up for school, it held a meeting on the subject of closing ...",startpage,[5],https://www.jpost.com/HEALTH-SCIENCE/C[...]ion-Ministry-to-shutter-schools-620688,2020-03-12 00:00:00,0.2,"Israel shutters schools, universities as coronavirus patients top 100 ...",https://www.jpost.com/HEALTH-SCIENCE/Coronavirus-Teachers-Union-calls-on-Education-Ministry-to-shutter-schools-620688,schools+shut,israel+schools+shut,schools,israel,"Earlier in the day, after the Education Ministry reported that only 85% of students showed up for school, it held a meeting on the subject of closing",2020-03-12 00:00:00
63,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin ...",startpage,[6],https://www.haaretz.com/israel-news/.p[...]agogue-closes-aipac-positive-1.8660231,2020-03-13 00:00:00,0.16666666666666666,Israel shutters schools and universities as coronavirus cases rise to ...,https://www.haaretz.com/israel-news/.premium-israel-25-more-coronavirus-new-regulations-toronto-synagogue-closes-aipac-positive-1.8660231,schools+shut,israel+schools+shut,schools,israel,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin",2020-03-13 00:00:00
64,"Twenty-four Israeli patients in serious condition □ Palestinian PM ... of a UNRWA school at al-Shati refugee camp in Gaza City, March 18, 2020 ...",startpage,[7],https://www.haaretz.com/israel-news/do[...]ine-after-arriving-in-israel-1.8689682,2020-03-24 01:26:39,0.14285714285714285,"Palestinian PM orders West Bank lockdown; more than 1,000 ...",https://www.haaretz.com/israel-news/dozens-of-new-york-hasidic-jews-in-coronavirus-quarantine-after-arriving-in-israel-1.8689682,schools+shut,israel+schools+shut,schools,israel,"Twenty-four Israeli patients in serious condition □ Palestinian PM of a UNRWA school at al-Shati refugee camp in Gaza City, March 18, 2020",2020-03-24 01:26:39
65,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu ...",startpage,[8],https://www.jta.org/quick-reads/israel[...]ls-and-universities-due-to-coronavirus,2020-03-12 00:00:00,0.125,Israel closes schools and universities due to coronavirus - Jewish ...,https://www.jta.org/quick-reads/israel-will-close-schools-and-universities-due-to-coronavirus,schools+shut,israel+schools+shut,schools,israel,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu",2020-03-12 00:00:00
66,Israel's prime minister has shut down the courts and ordered the ... ordering new arrivals into quarantine and closing down the public schools.,startpage,[9],https://www.nytimes.com/2020/03/18/wor[...]middleeast/israel-virus-netanyahu.html,2020-03-18 00:00:00,0.1111111111111111,Netanyahu's Bold Moves: Fighting a Virus or Risking Democracy ...,https://www.nytimes.com/2020/03/18/world/middleeast/israel-virus-netanyahu.html,schools+shut,israel+schools+shut,schools,israel,Israel's prime minister has shut down the courts and ordered the ordering new arrivals into quarantine and closing down the public schools.,2020-03-18 00:00:00
67,"On Thursday, Netanyahu announced the nationwide closure of schools and universities. “We are closing the schools and the universities,” ...",startpage,[10],https://www.jns.org/amid-new-virus-cas[...]s-possible-nationwide-school-closures/,2020-03-12 00:00:00,0.1,"Amid new virus cases in Israel, synagogue restrictions, nationwide ...",https://www.jns.org/amid-new-virus-cases-in-israel-synagogue-restrictions-possible-nationwide-school-closures/,schools+shut,israel+schools+shut,schools,israel,"On Thursday, Netanyahu announced the nationwide closure of schools and universities. “We are closing the schools and the universities,”",2020-03-12 00:00:00
68,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and ...",startpage,[1],https://www.reuters.com/article/us-hea[...]lls-for-unity-government-idUSKBN20Z38E,2020-03-12 00:00:00,1.0,"Israel's Netanyahu orders schools closed, calls for unity government ...",https://www.reuters.com/article/us-health-coronavirus-israel-palestinian/israels-netanyahu-orders-schools-closed-calls-for-unity-government-idUSKBN20Z38E,schools+closed,israel+schools+closed,schools,israel,"Israeli Prime Minister Benjamin Netanyahu on Thursday ordered most schools in the country to close as a precaution against coronavirus, and",2020-03-12 00:00:00
69,Schools and kindergartens are incubators of infectious diseases. ... he close down Israel's educational institutions and move students to remote ...,startpage,[2],https://www.jpost.com/HEALTH-SCIENCE/C[...]ion-Ministry-to-shutter-schools-620688,2020-03-12 00:00:00,0.5,"Israel shutters schools, universities as coronavirus patients top 100 ...",https://www.jpost.com/HEALTH-SCIENCE/Coronavirus-Teachers-Union-calls-on-Education-Ministry-to-shutter-schools-620688,schools+closed,israel+schools+closed,schools,israel,Schools and kindergartens are incubators of infectious diseases. he close down Israel's educational institutions and move students to remote,2020-03-12 00:00:00
70,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu ...",startpage,[3],https://www.jta.org/quick-reads/israel[...]ls-and-universities-due-to-coronavirus,2020-03-12 00:00:00,0.3333333333333333,Israel closes schools and universities due to coronavirus - Jewish ...,https://www.jta.org/quick-reads/israel-will-close-schools-and-universities-due-to-coronavirus,schools+closed,israel+schools+closed,schools,israel,"JERUSALEM (JTA) — Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu",2020-03-12 00:00:00
71,"National Security Council, education and health ministries hold consultations; Teachers' Union urges PM to shut all education institutions; ...",startpage,[4],https://www.timesofisrael.com/israels-[...]l-after-passover-due-to-virus-reports/,2020-03-12 00:00:00,0.25,Israel's schools to be shuttered until after Passover due to virus ...,https://www.timesofisrael.com/israels-schools-to-be-shuttered-until-after-passover-due-to-virus-reports/,schools+closed,israel+schools+closed,schools,israel,"National Security Council, education and health ministries hold consultations; Teachers' Union urges PM to shut all education institutions;",2020-03-12 00:00:00
72,"A closed school in the northern Israeli city of Tzfat, March 13, 2020, as part of preventive measures amid fears over the spread of the ...",startpage,[5],https://www.timesofisrael.com/israel-s[...]workplaces-gatherings-no-lockdown-yet/,2020-03-13 00:00:00,0.2,"Israel set for drastic new restrictions on workplaces, gatherings; no ...",https://www.timesofisrael.com/israel-set-for-drastic-restrictions-on-workplaces-gatherings-no-lockdown-yet/,schools+closed,israel+schools+closed,schools,israel,"A closed school in the northern Israeli city of Tzfat, March 13, 2020, as part of preventive measures amid fears over the spread of the",2020-03-13 00:00:00
73,"Most of Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu announced yesterday.",startpage,[6],https://www.cjnews.com/news/israel/isr[...]ls-and-universities-due-to-coronavirus,2020-03-13 00:00:00,0.16666666666666666,Israel closes most schools and universities due to coronavirus,https://www.cjnews.com/news/israel/israel-closes-most-schools-and-universities-due-to-coronavirus,schools+closed,israel+schools+closed,schools,israel,"Most of Israel's schools and universities will close due to the spread of coronavirus, Prime Minister Benjamin Netanyahu announced yesterday.",2020-03-13 00:00:00
74,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls Prepare for Shabbos. By Yoni Weiss. Friday, March 13, 2020 at 5:05 am | י""ז אדר ...",startpage,[7],https://hamodia.com/2020/03/13/israel-[...]-schools-closed-shuls-prepare-shabbos/,2020-03-13 00:00:00,0.14285714285714285,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls ...",https://hamodia.com/2020/03/13/israel-126-confirmed-virus-cases-schools-closed-shuls-prepare-shabbos/,schools+closed,israel+schools+closed,schools,israel,"Israel: 126 Confirmed Virus Cases, as Schools Closed, Shuls Prepare for Shabbos. By Yoni Weiss. Friday, March 13, 2020 at 5:05 am | י""ז אדר",2020-03-13 00:00:00
75,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin ...",startpage,[8],https://www.haaretz.com/israel-news/.p[...]agogue-closes-aipac-positive-1.8660231,2020-03-13 00:00:00,0.125,Israel shutters schools and universities as coronavirus cases rise to ...,https://www.haaretz.com/israel-news/.premium-israel-25-more-coronavirus-new-regulations-toronto-synagogue-closes-aipac-positive-1.8660231,schools+closed,israel+schools+closed,schools,israel,"Israel will be closing down all schools and universities in an attempt to slow down the spread of the novel coronavirus, Prime Minister Benjamin",2020-03-13 00:00:00
76,"Hungary closes schools, bans entry from Israel over coronavirus - Prime Minister Viktor Orbán announced a number of new measures his ...",startpage,[9],https://index.hu/english/2020/03/13/hu[...]coronavirus_viktor_orban_announcement/,2020-03-13 00:00:00,0.1111111111111111,"Hungary closes schools, bans entry from Israel over coronavirus",https://index.hu/english/2020/03/13/hungary_coronavirus_viktor_orban_announcement/,schools+closed,israel+schools+closed,schools,israel,"Hungary closes schools, bans entry from Israel over coronavirus - Prime Minister Viktor Orbán announced a number of new measures his",2020-03-13 00:00:00
77,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of ... Consumer goods / Photo: Bar Lavi , Globes.",startpage,[8],https://en.globes.co.il/en/article-sal[...]er-products-in-israel-up-45-1001322818,2020-03-23 01:26:42,0.125,Sales of consumer products in Israel up 45% - Globes,https://en.globes.co.il/en/article-sales-of-consumer-products-in-israel-up-45-1001322818,bars+restaurants,israel+bars+restaurants,restaurants,israel,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of Consumer goods / Photo: Bar Lavi , Globes.",2020-03-23 01:26:42
78,"France and Israel moved on Saturday to close restaurants, cafes, movie ... Italy tightens coronavirus shutdown, closes all businesses except pharmacies and ... Schools, bars and restaurants were ordered to close in Spain on ...",startpage,[1],https://www.axios.com/coronavirus-isra[...]6793a-7c15-4618-99da-077b9ecf2575.html,2020-03-14 00:00:00,1.0,Israel and France to close restaurants and cafes - Axios,https://www.axios.com/coronavirus-israel-france-pandemic-cfa6793a-7c15-4618-99da-077b9ecf2575.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"France and Israel moved on Saturday to close restaurants, cafes, movie Italy tightens coronavirus shutdown, closes all businesses except pharmacies and Schools, bars and restaurants were ordered to close in Spain on",2020-03-14 00:00:00
79,"An Israeli woman shops at a supermarket in Jerusalem on March 14, ... those that provide takeout — along with bars, pubs and dance clubs. ... It confirmed that all restaurants and entertainment venues would be closed, save ...",startpage,[2],https://www.timesofisrael.com/no-more-[...]yer-quorums-the-new-virus-regulations/,2020-03-15 00:00:00,0.5,"No more daycare, restaurants, gyms or shopping malls: The new ...",https://www.timesofisrael.com/no-more-daycare-restaurants-gyms-or-prayer-quorums-the-new-virus-regulations/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"An Israeli woman shops at a supermarket in Jerusalem on March 14, those that provide takeout — along with bars, pubs and dance clubs. It confirmed that all restaurants and entertainment venues would be closed, save",2020-03-15 00:00:00
80,Get The Times of Israel's Daily Edition by email and never miss our top stories ... All bars and restaurants in Ohio are closed until further notice.,startpage,[3],https://www.timesofisrael.com/partys-o[...]tes-close-bars-restaurants-over-virus/,2020-03-16 00:00:00,0.3333333333333333,"Party's over: 4 US states close bars, restaurants over virus | The ...",https://www.timesofisrael.com/partys-over-4-us-states-close-bars-restaurants-over-virus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,Get The Times of Israel's Daily Edition by email and never miss our top stories All bars and restaurants in Ohio are closed until further notice.,2020-03-16 00:00:00
81,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City ...",startpage,[4],https://www.algemeiner.com/2020/03/16/[...]emic-closes-bars-eateries-across-city/,2020-03-16 00:00:00,0.25,New York's Kosher Restaurants Feeling the Pinch as Coronavirus ...,https://www.algemeiner.com/2020/03/16/new-yorks-kosher-restaurants-feeling-the-pinch-as-coronavirus-pandemic-closes-bars-eateries-across-city/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City",2020-03-16 00:00:00
82,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest ... on Sunday announced the closure of all bars and restaurants in the city except for ... He is a veteran of the Israeli Defense Forces and a trained violist.",startpage,[7],https://www.nationalreview.com/news/ny[...]ations-largest-public-school-district/,2020-03-16 00:00:00,0.14285714285714285,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's ...",https://www.nationalreview.com/news/nyc-mayor-shutters-all-bars-restaurants-and-closes-nations-largest-public-school-district/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest on Sunday announced the closure of all bars and restaurants in the city except for He is a veteran of the Israeli Defense Forces and a trained violist.",2020-03-16 00:00:00
83,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus ... who attended the America Israel Public Affairs Committee (AIPAC) policy ...",startpage,[8],https://jewishjournal.com/news/los_ang[...]osed-for-two-weeks-due-to-coronavirus/,2020-03-16 00:00:00,0.125,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus",https://jewishjournal.com/news/los_angeles/312167/l-a-bars-restaurants-closed-for-two-weeks-due-to-coronavirus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus who attended the America Israel Public Affairs Committee (AIPAC) policy",2020-03-16 00:00:00
84,"Effective immediately, Spain is also closing all restaurants, bars, hotels, ... Israel will impose a partial shutdown of its economy beginning ...",startpage,[9],https://www.cnbc.com/2020/03/14/corona[...]-apple-shuts-stores-outside-china.html,2020-03-14 00:00:00,0.1111111111111111,"France closes most stores on coronavirus fears, Spain imposes ...",https://www.cnbc.com/2020/03/14/coronavirus-live-updates-florida-cases-increase-apple-shuts-stores-outside-china.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"Effective immediately, Spain is also closing all restaurants, bars, hotels, Israel will impose a partial shutdown of its economy beginning",2020-03-14 00:00:00
85,"New York City schools and restaurants and bars will close this week. ... More than a dozen states have already closed schools, creating ... [Read: To track coronavirus, Israel moves to tap secret trove of cellphone data.].",startpage,[10],https://www.nytimes.com/2020/03/15/world/coronavirus-live.html,2020-03-15 00:00:00,0.1,"C.D.C. Gives New Guidelines, New York to Close Restaurants and ...",https://www.nytimes.com/2020/03/15/world/coronavirus-live.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"New York City schools and restaurants and bars will close this week. More than a dozen states have already closed schools, creating [Read: To track coronavirus, Israel moves to tap secret trove of cellphone data.].",2020-03-15 00:00:00
86,"""Mass layoffs and hotels closing down - the hotel sector in Israel is on the brink of ... Gov't to set up NIS 4b fund to help virus-hit businesses.",startpage,[2],https://en.globes.co.il/en/article-isr[...]hotels-on-brink-of-collapse-1001321145,2020-03-09 00:00:00,0.5,"""Israel's hotels on brink of collapse"" - Globes",https://en.globes.co.il/en/article-israels-hotels-on-brink-of-collapse-1001321145,Business+close,israel+Business+close,Business,israel,"""Mass layoffs and hotels closing down - the hotel sector in Israel is on the brink of Gov't to set up NIS 4b fund to help virus-hit businesses.",2020-03-09 00:00:00
87,Twenty-four Israeli patients in serious condition □ Palestinian PM orders lockdown in West Bank □ Gaza confirms first coronavirus cases.,startpage,[6],https://www.haaretz.com/israel-news/do[...]ine-after-arriving-in-israel-1.8689682,2020-03-24 01:26:45,0.16666666666666666,"Palestinian PM orders West Bank lockdown; more than 1,000 ...",https://www.haaretz.com/israel-news/dozens-of-new-york-hasidic-jews-in-coronavirus-quarantine-after-arriving-in-israel-1.8689682,Business+close,israel+Business+close,Business,israel,Twenty-four Israeli patients in serious condition □ Palestinian PM orders lockdown in West Bank □ Gaza confirms first coronavirus cases.,2020-03-24 01:26:45
88,Among the new measures Prime Minister Benjamin Netanyahu will announce this evening to restrict travel to work and the closure of many ...,startpage,[9],https://www.timesofisrael.com/liveblog[...]of-businesses-restrict-travel-to-work/,2020-03-14 00:00:00,0.1111111111111111,"Israel said set to order closing of malls, cafes, many businesses ...",https://www.timesofisrael.com/liveblog_entry/israel-to-reportedly-order-closing-of-businesses-restrict-travel-to-work/,Business+close,israel+Business+close,Business,israel,Among the new measures Prime Minister Benjamin Netanyahu will announce this evening to restrict travel to work and the closure of many,2020-03-14 00:00:00
89,"Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, the latest steps ...",startpage,[1],https://www.bloomberg.com/news/article[...]down-of-economy-in-fight-against-virus,2020-03-14 00:00:00,1.0,Israel Orders Partial Shutdown of Economy in Fight Against Virus ...,https://www.bloomberg.com/news/articles/2020-03-14/israel-orders-partial-shutdown-of-economy-in-fight-against-virus,Business+shut+down,israel+Business+shut+down,Business,israel,"Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, the latest steps",2020-03-14 00:00:00
90,Israel is set to essentially shut down business activity in the country for at least five weeks as the government steps up measures to combat the ...,startpage,[2],https://www.ynetnews.com/article/BJAShO9rI,2020-03-14 00:00:00,0.5,Israel to shut down most business activity for 5 weeks to combat ...,https://www.ynetnews.com/article/BJAShO9rI,Business+shut+down,israel+Business+shut+down,Business,israel,Israel is set to essentially shut down business activity in the country for at least five weeks as the government steps up measures to combat the,2020-03-14 00:00:00
91,Netanyahu is concerned by the severe economic damages implicated by public health recommendations to close business and limit ...,startpage,[3],https://www.haaretz.com/israel-news/.p[...]ontain-spread-of-coronavirus-1.8674245,2020-03-14 00:00:00,0.3333333333333333,Israel deliberating economic shutdown to contain spread of ...,https://www.haaretz.com/israel-news/.premium-israel-deliberating-economic-shutdown-to-contain-spread-of-coronavirus-1.8674245,Business+shut+down,israel+Business+shut+down,Business,israel,Netanyahu is concerned by the severe economic damages implicated by public health recommendations to close business and limit,2020-03-14 00:00:00
92,"The Finance Ministry has vowed to support small businesses and independent workers with grants of NIS 6,000 ($1,500). The independent ...",startpage,[4],https://www.timesofisrael.com/partial-[...]ndependent-workers-over-nis-3-billion/,2020-03-17 00:00:00,0.25,"Partial shutdown set to cost 170,000 independent Israeli workers ...",https://www.timesofisrael.com/partial-shutdown-expected-to-cost-170000-independent-workers-over-nis-3-billion/,Business+shut+down,israel+Business+shut+down,Business,israel,"The Finance Ministry has vowed to support small businesses and independent workers with grants of NIS 6,000 ($1,500). The independent",2020-03-17 00:00:00
93,"Netanyahu will choice between ordering a general shutdown of the ... Israel said set to order closing of malls, cafes, many businesses, restrict ...",startpage,[5],https://www.timesofisrael.com/liveblog-march-14-2020/,2020-03-14 00:00:00,0.2,"As courts put on emergency footing, speculation Netanyahu trial ...",https://www.timesofisrael.com/liveblog-march-14-2020/,Business+shut+down,israel+Business+shut+down,Business,israel,"Netanyahu will choice between ordering a general shutdown of the Israel said set to order closing of malls, cafes, many businesses, restrict",2020-03-14 00:00:00
94,"(Bloomberg) -- Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, ...",startpage,[6],https://www.bloombergquint.com/politic[...]down-of-economy-in-fight-against-virus,2020-03-15 00:00:00,0.16666666666666666,Israel Orders Partial Shutdown of Economy in Fight Against Virus,https://www.bloombergquint.com/politics/israel-orders-partial-shutdown-of-economy-in-fight-against-virus,Business+shut+down,israel+Business+shut+down,Business,israel,"(Bloomberg) -- Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices,",2020-03-15 00:00:00
95,"Conexx, the American Israel Business Connector in Atlanta, ... amid the coronavirus shutdown in an effort to prepare to support companies after ...",startpage,[7],https://www.globalatlanta.com/israel-c[...]preps-for-move-amid-covid-19-shutdown/,2020-03-24 01:26:47,0.14285714285714285,"Israel Chamber Works Remotely, Preps for Move Amid Covid-19 ...",https://www.globalatlanta.com/israel-chamber-works-remotely-preps-for-move-amid-covid-19-shutdown/,Business+shut+down,israel+Business+shut+down,Business,israel,"Conexx, the American Israel Business Connector in Atlanta, amid the coronavirus shutdown in an effort to prepare to support companies after",2020-03-24 01:26:47
96,"Israel's prime minister has shut down the courts and ordered the ... New York Times reported Monday, of records from cellphone companies, ...",startpage,[8],https://www.nytimes.com/2020/03/18/wor[...]middleeast/israel-virus-netanyahu.html,2020-03-18 00:00:00,0.125,Netanyahu's Bold Moves: Fighting a Virus or Risking Democracy ...,https://www.nytimes.com/2020/03/18/world/middleeast/israel-virus-netanyahu.html,Business+shut+down,israel+Business+shut+down,Business,israel,"Israel's prime minister has shut down the courts and ordered the New York Times reported Monday, of records from cellphone companies,",2020-03-18 00:00:00
97,Police track down quarantine evaders through technology and tip-offs. ... forced people to go to the hospital and shut down businesses. It's risky ...,startpage,[9],https://www.ft.com/content/2775dbbc-6d26-11ea-89df-41bea055720b,2020-03-25 01:26:47,0.1111111111111111,Israel relies on nosy neighbours to keep virus in check,https://www.ft.com/content/2775dbbc-6d26-11ea-89df-41bea055720b,Business+shut+down,israel+Business+shut+down,Business,israel,Police track down quarantine evaders through technology and tip-offs. forced people to go to the hospital and shut down businesses. It's risky,2020-03-25 01:26:47
98,Israel's parliament passed a law on Tuesday that could see groups critical of government policies toward the Palestinians banned from entering ...,startpage,[1],https://www.reuters.com/article/us-isr[...]te-military-from-schools-idUSKBN1K70FF,2018-07-16 00:00:00,1.0,"Israel passes law to ban groups critical of state, military from schools ...",https://www.reuters.com/article/us-israel-politics-schools/israel-passes-law-to-ban-groups-critical-of-state-military-from-schools-idUSKBN1K70FF,groups+banned,israel+groups+banned,groups,israel,Israel's parliament passed a law on Tuesday that could see groups critical of government policies toward the Palestinians banned from entering,2018-07-16 00:00:00
99,"The American Israel Public Affairs Committee, a pro-Israel lobbying group, also said it was a mistake. In a statement, Mr. Netanyahu said Israel ...",startpage,[4],https://www.nytimes.com/2019/08/15/wor[...]iddleeast/trump-israel-omar-tlaib.html,2019-08-15 00:00:00,0.25,Israeli Decision on Omar and Tlaib Inflames Politics in Two Countries,https://www.nytimes.com/2019/08/15/world/middleeast/trump-israel-omar-tlaib.html,groups+banned,israel+groups+banned,groups,israel,"The American Israel Public Affairs Committee, a pro-Israel lobbying group, also said it was a mistake. In a statement, Mr. Netanyahu said Israel",2019-08-15 00:00:00
